"","x"
"1",0.297906808555126
"2",0.446615740656853
"3",0.377232208848
"4",0.947248190641403
"5",0.86403451859951
"6",0.180769711732864
"7",0.604800879955292
"8",0.0828178599476814
"9",0.860914587974548
"10",2.90409661829472
"11",0.21390151232481
"12",0.52980612963438
"13",0.903173349797726
"14",1.63144432008266
"15",0.280095264315605
"16",2.11750157177448
"17",1.24298967421055
"18",0.553973950445652
"19",0.55176205933094
"20",0.270898453891277
"21",6.20489008724689
"22",0.406359322369099
"23",0.682356767356396
"24",2.02443916350603
"25",0.679376535117626
"26",2.33070459216833
"27",1.23067293316126
"28",0.161351636052132
"29",1.80648639798164
"30",0.338838435709476
"31",0.418117269873619
"32",1.14215072244406
"33",0.704266130924225
"34",0.00777654349803925
"35",0.218627974390984
"36",0.610831193625927
"37",0.514322891831398
"38",1.55249144881964
"39",0.20244624465704
"40",1.59579794853926
"41",0.694883055984974
"42",2.93059274554253
"43",2.24420800805092
"44",0.106426887214184
"45",1.02031044661999
"46",0.651576556265354
"47",0.210432335734367
"48",2.22355592995882
"49",0.220979563891888
"50",0.0775791704654694
"51",0.35017728805542
"52",7.13514164090157
"53",2.4010892957449
"54",0.100838951766491
"55",0.372761860489845
"56",0.594113953411579
"57",5.41303306818008
"58",1.27502717077732
"59",0.095064751803875
"60",0.123679637908936
"61",0.411435030400753
"62",0.886013731360435
"63",0.519631430506706
"64",1.07355881482363
"65",0.800308771431446
"66",0.366801396012306
"67",0.257673673331738
"68",0.576651655137539
"69",0.100256875157356
"70",0.254600308835506
"71",0.936351716518402
"72",0.250991433858871
"73",2.43745744228363
"74",3.57190147042274
"75",1.72448344528675
"76",0.0887317582964897
"77",0.0343425199389458
"78",0.204052776098251
"79",0.23585744202137
"80",0.207847915589809
"81",0.182515941560268
"82",0.300351530313492
"83",1.05975195765495
"84",1.47635582834482
"85",0.19613653421402
"86",0.193435698747635
"87",0.693323090672493
"88",1.42662320286036
"89",0.113272108137608
"90",0.206567347049713
"91",1.27386301755905
"92",0.326824374496937
"93",0.331783667206764
"94",0.346335582435131
"95",1.65922101587057
"96",1.68269034475088
"97",2.85583082586527
"98",0.456627458333969
"99",3.37897799909115
"100",0.254809856414795
"101",2.60237138718367
"102",0.550737604498863
"103",0.560772605240345
"104",0.557280145585537
"105",0.922032631933689
"106",1.07286032289267
"107",2.58034560829401
"108",0.174995511770248
"109",2.2311694920063
"110",0.465754419565201
"111",0.718585215508938
"112",0.517349690198898
"113",0.327988527715206
"114",1.47402752190828
"115",0.113435089588165
"116",1.37148890644312
"117",0.324123539030552
"118",0.184262171387672
"119",5.08439261466265
"120",0.538583844900131
"121",0.36612618714571
"122",0.742916017770767
"123",3.1033530831337
"124",0.466965138912201
"125",1.59686896950006
"126",0.0821426510810852
"127",2.6945723220706
"128",0.833556987345219
"129",2.32115853577852
"130",0.700145028531551
"131",1.18643511086702
"132",0.0290339812636375
"133",0.663776881992817
"134",3.62321734428406
"135",0.355346128344536
"136",0.193249434232712
"137",1.0619405657053
"138",1.44552905112505
"139",2.03181989490986
"140",0.933557748794556
"141",0.851787626743317
"142",0.0294530764222145
"143",0.471342355012894
"144",1.19979958981276
"145",2.73396726697683
"146",0.187498517334461
"147",3.78559343516827
"148",1.19998585432768
"149",1.27139501273632
"150",0.697048380970955
"151",0.408152118325233
"152",1.0061077773571
"153",0.0624917447566986
"154",0.304868444800377
"155",0.269804149866104
"156",1.48478429764509
"157",2.61780805885792
"158",0.485987402498722
"159",0.100512988865376
"160",0.893766991794109
"161",0.359164550900459
"162",0.310572795569897
"163",0.739097595214844
"164",0.474997796118259
"165",0.00176951289176941
"166",1.4584744349122
"167",1.49097759276628
"168",0.609224662184715
"169",0.700447708368301
"170",1.17297749966383
"171",0.318721868097782
"172",1.17036979645491
"173",0.388035550713539
"174",2.24760733544827
"175",0.00162981450557709
"176",2.32250895351171
"177",0.249734148383141
"178",0.423286110162735
"179",1.2506265193224
"180",1.46694947034121
"181",0.705686397850513
"182",0.558746978640556
"183",1.4076940715313
"184",0.0734580680727959
"185",3.90405766665936
"186",0.0248895958065987
"187",0.402424484491348
"188",1.21609773486853
"189",0.726734288036823
"190",0.19886065274477
"191",0.417931005358696
"192",0.792788341641426
"193",0.120117329061031
"194",0.51865354180336
"195",2.1105632185936
"196",0.385986641049385
"197",1.36024318635464
"198",0.190082937479019
"199",5.5807875469327
"200",1.03453639894724
"201",0.930484384298325
"202",0.726175494492054
"203",0.607152469456196
"204",0.32731331884861
"205",0.595836900174618
"206",1.17472372949123
"207",0.33932738006115
"208",0.451551750302315
"209",0.0149477273225784
"210",0.617140904068947
"211",1.12478155642748
"212",0.978983007371426
"213",0.662007369101048
"214",0.554486177861691
"215",0.432343222200871
"216",0.315462239086628
"217",0.0191852450370789
"218",0.261259265244007
"219",0.443495810031891
"220",0.0551110133528709
"221",1.21649354696274
"222",0.00260770320892334
"223",1.26641243696213
"224",0.3426568582654
"225",0.158557668328285
"226",0.316929072141647
"227",1.75044406205416
"228",1.29551626741886
"229",0.723614357411861
"230",0.369641929864883
"231",0.209291465580463
"232",0.759144313633442
"233",0.400468707084656
"234",0.521098263561726
"235",0.713812187314034
"236",1.41812488436699
"237",2.1160114556551
"238",1.61495991051197
"239",1.05171930044889
"240",1.4902241756665
"241",0.278473808850123
"242",0.158557668328285
"243",0.878400169312954
"244",0.385730527341366
"245",0.49280934035778
"246",0.105844810605049
"247",0.804592855274677
"248",0.247848220169544
"249",1.37593597173691
"250",1.4082295820117
"251",0.442471355199814
"252",0.588619150221348
"253",0.274716876447201
"254",0.604288652539253
"255",0.1109903678298
"256",3.86235769838095
"257",6.87278807163239
"258",1.52380671352148
"259",2.90782190859318
"260",1.41484197229147
"261",2.51578167080879
"262",1.2619886547327
"263",0.530527904629707
"264",0.134599395096302
"265",0.129290856420994
"266",1.2553995475173
"267",0.228965654969215
"268",0.108499079942703
"269",0.430643558502197
"270",2.45964620262384
"271",1.00687611848116
"272",1.04145146906376
"273",1.16955488920212
"274",1.73104926943779
"275",0.0737840309739113
"276",0.0376021489500999
"277",0.0520376488566399
"278",0.787083990871906
"279",0.0995351001620293
"280",0.0242143869400024
"281",1.5167286619544
"282",1.60799827426672
"283",0.181514769792557
"284",0.142818316817284
"285",2.24900431931019
"286",0.89684035629034
"287",2.83422414213419
"288",1.54159497469664
"289",0.383146107196808
"290",0.380701385438442
"291",0.167614780366421
"292",1.42762437462807
"293",0.65341591835022
"294",0.118999741971493
"295",0.354251824319363
"296",0.582402572035789
"297",0.303192064166069
"298",0.852555967867374
"299",0.110315158963203
"300",0.797095708549023
"301",0.00402797013521194
"302",0.17902348190546
"303",0.831787474453449
"304",0.0390689820051193
"305",0.125681981444359
"306",0.3450782969594
"307",0.0269617885351181
"308",1.16999726742506
"309",3.00384126603603
"310",0.282167457044125
"311",0.694859772920609
"312",0.976072624325752
"313",0.563124194741249
"314",0.123609788715839
"315",2.04353127628565
"316",0.601261854171753
"317",0.97714364528656
"318",0.374740920960903
"319",0.229943543672562
"320",0.286893919110298
"321",3.13646160066128
"322",0.694789923727512
"323",1.19868200272322
"324",2.80952081084251
"325",0.789924524724483
"326",0.639865174889565
"327",1.7952173948288
"328",0.56528951972723
"329",0.250572338700294
"330",1.43905635923147
"331",0.310619361698627
"332",0.62126200646162
"333",0.717397779226303
"334",1.09563115984201
"335",1.53630971908569
"336",0.156299211084843
"337",0.893068499863148
"338",1.12189445644617
"339",0.462611205875874
"340",0.440911389887333
"341",2.50907614827156
"342",1.20007898658514
"343",1.7351470887661
"344",0.0627012923359871
"345",1.59400515258312
"346",0.542541965842247
"347",0.266451388597488
"348",2.34572216868401
"349",2.54709739238024
"350",1.70157290995121
"351",0.451970845460892
"352",0.225799158215523
"353",2.38930806517601
"354",1.27584207803011
"355",0.354903750121593
"356",0.721961259841919
"357",1.45125668495893
"358",1.48261897265911
"359",0.813230872154236
"360",2.67254654318094
"361",2.14413739740849
"362",2.18353234231472
"363",0.228080898523331
"364",0.127661041915417
"365",0.582193024456501
"366",0.0425148755311966
"367",1.4779157936573
"368",3.7770252674818
"369",1.56876631081104
"370",0.292225740849972
"371",0.0364147126674652
"372",0.572111457586288
"373",3.12738120555878
"374",0.0549247488379478
"375",0.437092967331409
"376",1.36434100568295
"377",1.33155845105648
"378",1.36769376695156
"379",0.490061938762665
"380",0.145146623253822
"381",0.33215619623661
"382",0.108662061393261
"383",0.792462378740311
"384",1.05674844235182
"385",0.0555301085114479
"386",0.0462867319583893
"387",1.38957984745502
"388",2.24544201046228
"389",0.12784730643034
"390",3.34037467837334
"391",2.05030664801598
"392",0.0476371496915817
"393",0.0790227204561234
"394",0.596162863075733
"395",0.101071782410145
"396",1.46084930747747
"397",3.36705707013607
"398",0.433321110904217
"399",0.747805461287498
"400",2.34504695981741
"401",1.99039932340384
"402",0.587874092161655
"403",1.28650572150946
"404",1.09344255179167
"405",2.35687475651503
"406",1.24352518469095
"407",0.450760126113892
"408",0.782031565904617
"409",0.119255855679512
"410",0.545056536793709
"411",1.60860363394022
"412",0.260351225733757
"413",1.39563344419003
"414",0.749458558857441
"415",1.00897159427404
"416",0.415020622313023
"417",0.375346280634403
"418",1.31230335682631
"419",1.63062941282988
"420",1.47256068885326
"421",1.10506080091
"422",0.503216870129108
"423",1.31088308990002
"424",0.109546817839146
"425",2.3507047444582
"426",0.223098322749138
"427",0.0843079760670662
"428",0.665942206978798
"429",1.75635796040297
"430",1.04960054159164
"431",0.75784046202898
"432",0.495975837111473
"433",0.0628409907221794
"434",0.311853364109993
"435",2.0371051505208
"436",0.0594416633248329
"437",1.84869859367609
"438",0.979355536401272
"439",3.37918754667044
"440",0.418676063418388
"441",1.00352335721254
"442",0.247173011302948
"443",0.0486616045236588
"444",1.12359412014484
"445",3.43509018421173
"446",0.707642175257206
"447",0.668247230350971
"448",0.269967131316662
"449",0.133039429783821
"450",0.445637851953506
"451",2.58432701230049
"452",0.3062654286623
"453",0.0858912244439125
"454",0.155949965119362
